Key,ko,jp,en
s11.7,"아무것도 아니야. 짐, 이리 줘.",何でもないよ、ジム、よこせよ。,It's nothing. Give me the luggage.
s11.8,응 여기. 고마워 다음에 놀러 올 거지?,うん、ここ。ありがとう、今度遊びに来るんだろ？,Here you go. Thanks. Will you come visit?
s11.9,생각해 보지.,考えてみるよ。,I'll think about it.
s11.9.1,허튼짓을 하면 죽여버리겠다.,ふざけたら殺してやるよ。,I'll kill you if you do anything foolish.
s11.10,니코..? 여기까지 뛰어온 거야? 숨찬 것 같은데 괜찮아..?,ニコ...？ここまで走ってきたの？ 息切れしてるみたいだけど、大丈夫...？,Nico..? Did you run all the way here? You look out of breath..
s11.11,… …,… …,… …
s11.11.1,니 오늘 이사가나..?,お前、今日引っ越すのか...？,Are you moving today..?
s11.12,어..? 으응.. 맞아. 그래서 나이가 도와주러-,えっ？うん、そうだ。 だからナイが手伝いに-,Huh..? Yeah.. that's right. So Knives came to help-
s11.13,니는 내가 못 미덥나..!!!,お前は俺が信用できないのか...!!!,Don't you trust me...?!
s11.14,왜..! 내한테는 말도 안 하고…!!,なんで...！俺には言わないで.......！,Why..! You didn't even tell me…!!
s11.15,초조했던 마음이 터져 나오듯 목소리가 높아졌던 니콜라스는 얼어붙은 스탬피드를 보고 입을 다문다.,焦っていた気持ちが爆発したかのように声を上げたニコラスは、凍りついたスタンプイドを見て口を閉ざす。,"Nicholas’s voice rose, his anxiety spilling over, but he fell silent at Stampede’s frozen expression."
s11.16,(아냐. 저런 표정을 짓게 만들고 싶었던 게 아닌데..),(いや、そんな顔させたかったわけじゃないのに......),(No. I didn’t mean to make you look like that...)
s11.17,"숨이 목 끝까지 차오르고, 심장이 터질 것 같아도..",息が喉の奥まで詰まり、心臓が破裂しそうな勢いでも,Even though my breath rises to my throat and my heart feels like it's going to burst...
s11.18,다리를 움직여 달려와서 전하고 싶었던 말은..!,足を動かして駆け寄り、伝えたいことは...！,The words I wanted to say after moving my legs and running here are..!
s11.19,니콜라스는 손에 들고 있던 제라늄을 불쑥 들이민다.,ニコラスは手に持っていたゼラニウムを突きつけた。,Nicholas suddenly thrust forward the geranium he was holding in his hand.
s11.20,"급히 달려온 탓에 줄기가 군데군데 꺾여있고, 조금이나마 피어있던 꽃들은 꽃잎이 날려 성치 않다.",急いで駆けつけたせいか、茎はあちこち折れており、少しだけ咲いていた花は花びらが吹き飛ばされ散り散りになっている。,Because of rushing here the stems are broken in places and the few flowers that were blooming have their petals blown away and are not intact.
s11.21,….내는 남들처럼 예쁜 말도 몬한다.,.... 私は他の人ほど優しくはない。,…I can't say pretty words like others.
s11.22,말도 등신처럼 하고 니한테 상처만 주는 놈이라 별로겠재..,口が悪くて、お前を傷つけるだけの奴だから嫌なんだろうな。,I speak like an idiot and only hurt you so you probably don't like me..
s11.23,니콜라스…?,ニコラス...？,Nicholas…?
s11.24,내도 내가 뭐라 하는지 모르겠다!!!,俺も俺が何を言ってるのか分からない！！！,I don't even know what I'm saying!!!
s11.25,니는 어떨지 모르겠지만 내가 하고 싶은 말은..,君はどうなのか分からないけど、俺が言いたいのは。,I don't know how you feel but what I want to say is..
s11.26,니가 안 갔으면 좋겠다.,君が行かないでほしい。,I wish you wouldn't go.
s11.27,내 옆에 있어주면 좋겠데이…,私のそばにいてほしいんだ...,I wish you would stay by my side…
s11.28,"빗자루, 니 안 가믄 안 되나..?",トンガリ、お前は行かないでくれないか...?,Spikey can't you not go..?
s11.29,…,…,…
s11.30,… 내 니 좋아한데이. 가지 마.,...俺はお前が好きだ。行かないで。,... I love you. Don't go.
s11.31,(멋지게 고백하고 싶었는데..),(かっこよく告白したかったのに...),(I wanted to confess to him in style…)
s11.32,니콜라스는 모든 것 망쳤음을 직감적으로 깨달았다.,ニコラスはすべてを台無しにしたことを直感的に悟った。,Nicholas intuitively realized that he had ruined everything.
s11.33,그의 볼품없는 고백에 실망한 탓일까. 스탬피드는 아무 말 없이 니콜라스를 바라본다.,彼の見苦しい告白に失望したせいか、スタンピードは何も言わずにニコラスを見つめる。,"Perhaps disappointed by his shabby confession, Stampede looks at Nicholas without saying anything."
s11.34,스탬피드는 니콜라스가 건넨 꽃다발을 받아들었다.,スタンピードはニコラスから渡された花束を受け取った。,Stampede accepted the bouquet that Nicholas handed to him.
s11.35,…내 품에 안겼을 때가 엊그제 같은데..,...私の腕に抱かれたのがつい昨日のことのようだ。,…It feels like yesterday when you were in my arms..
s11.36,…?,…?,…?
s11.37,니코는 어려서 기억 안 나겠지만 ..,ニコは小さいから覚えてないだろうけど...,You probably don't remember because you were young Nico but..
s11.38,어릴 때 나랑 결혼하겠다고 그랬거든,幼い頃、私と結婚すると言っていたのを,When you were little you said you would marry me
s11.39,그때는 그냥 어린아이의 투정이라고 생각했었어..,当時はただの子供の駄々っ子だと思っていた。,Back then I thought it was just a child's whim..
s11.39.1,…!!!,...!!!,…!!!
s11.40,"그런데, 언제 이렇게 커서 나한테..",でも、いつの間にかこんなに大きくなって、俺に...,But when did you grow up like this and to me...
s11.42,니콜라스는 춤을 청하듯 스탬피드의 손을 자신의 손 위에 올렸다.,ニコラスはダンスを求めるように、スタンピードの手を自分の手の上に乗せた。,Nicholas placed Stampede's hand on his own as if asking for a dance.
s11.42.1,"어째서인지, 허겁지겁 달렸던 방금 보다 지금 더 심장이 뛰는 것 같다.",何故か、慌ただしく走っていた先ほどよりも、今より心臓が高鳴るような気がする。,For some reason my heart seems to be beating faster now than when I was running frantically just now.
s11.42.2,주머니 안쪽에 소중히 보관한 나무 반지를 꺼내 스탬피드 손에 끼워준다.,ポケットの中に大切に保管していた木製の指輪を取り出し、スタンピードの手にはめる。,He takes out the wooden ring he had carefully kept in his pocket and puts it on Stampede's hand.
s11.43,"… 니코. 후회할 것 같으면, 아직 그만둬도 돼.",...ニコ。後悔しそうなら、まだやめてもいいよ。,…Nico. If you think you'll regret it you can still stop.
s11.43.1,내는 두 말 안 한다.,俺は後悔しない。,I won't say anything twice.
s11.44,니도 내도. 이젠 무르고 싶어도 못 무르는 거래이.,お前も俺も、もう変えられないんだ。,You and I both. Now we can't take it back even if we want to.
s11.45,!,!,!
s11.46,응! 너도 나중에 딴소리하면 안 돼?,うん！ お前も後で余計なことを言ってはいけないのか？,Yes! And you’d better not change your tune later! okay?
s11.47,스탬피드는 제라늄처럼 발개진 코를 훌쩍이고 꽃다발을 와락 끌어안는다.,スタンピードはゼラニウムのように鼻を膨らませ、花束を抱きしめる。,Stampede sniffles with his nose red like a geranium and hugs the bouquet tightly.
s11.49,"헤헤, 꽃향기 좋다~",へへへ、花の香りが良いですね〜。,Hehe the flowers smell nice~
s11.51,…,…,…
s11.52,그..있제 혹시..,あの...  ひょっとして,Um.. by any chance..
s11.53,니만 괜찮으면 우리 집으로 오는건 어때?,君さえよければ、私の家に来るのはどうかな？,If you're okay with it how about coming to our house?
s11.54,우리 집에 빈 방 하나 있어가..,私の家に空き部屋があるから...,We have one empty room in our house..
s11.55,"물론 정리는 쪼매 해야 하지만, 니 오면 내가 광나게 닦아놓을게.",もちろん、もう少し片付けが必要だけど、君が来たら、私が素敵な部屋を用意するよ。,Of course I need to clean up a bit but if you come I'll polish it until it shines.
s11.56,"우리 집에 살면..! 내가 키운 제라늄들 맨날 볼 수 있다. 그리고, 내도…",私の家に住んだら 私が育てたゼラニウムをいつも見ることができる。そして、私も毎日見れるし...,If you live in our house..! You can see the geraniums I grew every day. And I also…
s11.57,…응?,...うん？,…Yes?
s11.57.1,"저기, 니콜라스.. 아까부터 뭔가 이상한 것 같아서.",ねえ、ニコラス。さっきから何か変な感じだったから。,Um Nicholas.. something seems strange since earlier.
s11.57.2,나 니코네 집으로 이사 가는 건데?,俺、ニコの家に引っ越すんだっけ？,I'm moving to Nico's house.
s11.58,?,?,?
s11.59,어라? 부모님께서 안 알려주셨어?,あれ？ 両親が教えてくれなかったの？,Huh? Didn't your parents tell you?
s11.60,혼자 있기엔 집에 너무 큰 것 같아서 고민이었거든!,一人でいるには家が大きすぎるような気がして悩みましたが...。,My house seemed too big for me to live alone so I was worried!
s11.61,"그런데 울프우드씨가 빈 방이 하나 있다고, 얼른 들어오라고 하셨어.",そしたら、ウルフウッドさんが空き部屋が一つあるよ、早く来いって。,But Mr. Wolfwood said there's one empty room and told me to come in quickly.
s11.62,지금 짐 싸서 리비오씨를 부르려는 참이었는데..,今、荷物をまとめてリビオさんを呼ぼうと思ってたんだけど...,I was just about to pack my things and call Mr. Livio..
s11.63,(망할… 아버지..!!),(くそ.....父さん.......!!),(Damn it… Father..!!)
s11.64,"니 연애, 내가 도와 줄기다.",お前の恋愛、俺が手伝うよ。,I'll help you with your romance.
s11.64.1,순간 자신의 부모님이 머릿속에서 껄껄 웃으며 주마등처럼 스쳐 지나간다.,瞬間、自分の両親が頭の中でクスクス笑いながら走馬灯のように頭をよぎる。,For a moment his parents pass through his mind like a panorama laughing heartily.
s11.65,어떻게 된 건진 잘 모르겠지만..,どうなったのかよくわからないけど...,I don't really know what happened but..
s11.66,그래도 앞으로 니코랑 같이 지낼 수 있어서 좋아.,それでもこれからニコと一緒にいられるのは嬉しい。,But I'm happy that I can live with Nico from now on.
s11.67,약속 지켜줘서 정말 기뻐.,約束を守ってくれて本当に嬉しい。,I'm really happy that you kept your promise.
s11.68,내도 좋다..,僕も君が去ってくれなくてよかった。,I'm happy too..
s11.69,그렇게 두 사람의 이야기는 끝나지 않고 계속된다.,そうして二人の物語は終わらないまま続く。,Thus the story of the two continues without ending.
s11.70,누군가의 간절했던 기도가 푸른 하늘에 닿아,誰かの切実な祈りが青空に届き,Someone's earnest prayer reaches the blue sky
s11.71,그 염원을 들어 준 것처럼,その願いを叶えてくれたように,As if their wish was granted
s11.72,더 이상 이 세상에 눈물 흘리는 이가 없기를,これ以上、この世に涙を流す人がいなくなりますように,May there be no more tears in this world
s11.73,사랑하는 이를 두고 홀로 떠나는 이가 없기를,愛する人を置いて孤独に去る人がいなくなりますように,May there be no one who leaves alone leaving their loved one behind
s11.74,연인들의 앞에 끝없는 축복만이 가득하기를…,恋人の前に果てしない祝福だけが満たされますように ...,May endless blessings be full before the lovers…
s11.75,… … … …,… … … …,… … … …
s12.2,다행이야. 솔직하게 마음을 전했구나..!,よかった、素直な気持ちを伝えたんだね...！,I’m glad they were able to express their feelings honestly!
s12.3,내가 말했재.,言ったでしょ？,I told you.
s12.4,이번'생'에는 별 탈 없을 거라고,今度の「生」は大丈夫だって,This 'life' will be without any problems
s12.5,..푸흐 그렇네! 이번엔 정말 별일 없어서 다행이야.,......ふふっ、そうね！ 今回は本当に無事で良かったわ。,That's right! I'm glad nothing really happened this time.
s12.6,울프우드도 아이들도!,ウルフウッドも子供たちも！,Wolfwood and the children too!
s12.7,우리가 멀쩡하니 또 다른 '우리'도 괜찮은 게 당연한 거재.,私たちが無事なんだから、もう一人の「私たち」も無事なのは当然だ。,Since we're fine it's natural that another 'us' is also okay.
s12.7.1,… … … …,... ... ... ... ... ...,… … … …
s12.7.2,빗자루. 내도 줄 게 있다.,トンガリ。僕も君にあげたいものがある。,Spikey. I also have something to give you.
s12.8,울프우드는 품 속에서 반지를 꺼낸다.,ウルフウッドは腕の中から指輪を取り出す。,Wolfwood takes out a wooden ring from his chest.
s12.9,… !,… !,… !
s12.10,오랜 시간 주인을 기다린 반지는 약지에 딱 맞게 들어갔다.,長い間主人を待っていた指輪は、薬指にぴったりと収まりました。,The ring that had been waiting for its owner for a long time fit perfectly on the ring finger.
s12.11,우리 결혼할 때 반지 하나 못 나눴다 아이가.,私たちが結婚するとき、指輪を一つも分けてもらえなかったんだ。,We couldn't even share a ring when we got married.
s12.12,닌 슬퍼하느라 기억 못 하겠지만..,ニンは悲しんでいて覚えていないだろうけど。,You probably don't remember because you were grieving but..
s12.13,오늘 우리 결혼기념일이다. 쪼매 늦었어서 미안타.,今日は私たちの結婚記念日だ。準備が遅れてごめんね。,Today is our wedding anniversary. Sorry I'm a little late.
s12.14,..!!,..!!,..!!
s12.15,기억 못할 리 없잖아..이 바보 목사가…!!,覚えてないわけないだろ...このバカ牧師が...!!!,How could I not remember.. you silly priest…!!
s12.16,흑…. 우루훗도오…..~!!,ひっく.... ウルフウッド.....~!,(Sob…) Wolfwood…..~!!
s12.17,멍청이.. 웃으라니까..,アホ。笑えよ。,Silly.. I told you to smile..
s12.18,울프우드는 품속에서 울고 있는 밧슈를 떼어놓고 자신의 손을 내민다.,ウルフウッドは腕の中で泣いているロープシューを離し、自分の手を差し出す。,Wolfwood separates the crying Vash from his chest and extends his hand.
s12.19,빗자루. 너도 언젠가 선택할 순간이 온다고 했던 거 기억하나?,ほうき。お前もいつか選ぶ瞬間が来るって言ったのを覚えてるか？,Spikey. Do you remember I said that someday you would have a moment to choose?
s12.20,니 이번엔 제대로 선택해라.,お前は今度こそちゃんと選べよ。,You choose properly this time.
s12.20.1,"계속 울고만 있을지, 내한테도 니랑 똑같은 반지를 끼워줄지.",泣き続けるか、俺にもお前と同じ指輪をはめるか。,"Keep crying or put a ring on my finger, too."
s12.21,우..우에에엥..!!!,ふえぇ……!!,Wah.. wahhh..!!!
s12.22,넌 항상 못된 말을 하더라..!!,お前はいつも意地悪なことを言うんだ...！？,You always say mean things..!!
s12.23,밧슈는 눈물을 닦아내고 울프우드의 손가락에 반지를 끼워주었다.,バシューは涙を拭き、ウルフウッドの指に指輪をはめた。,Vash wiped away his tears and put the ring on Wolfwood's finger.
s12.24,훌쩍.. 미래로 가는 차표는 아직 우리 것도 있었구나..!,ふふっ。未来へ行くための切符はまだ私たちのものもあったんだ...！,(Sniff..) we still have our tickets to the future..!
s12.25,이거야말로 최고의 종착지 아니겠나.,これこそ最高の終着駅だろう？,This is truly the best destination isn't it.
s12.26,뭐고. 뭔 소리고. 저 아부지 어무이 아인가?,何だ、何だ、何だ。あのお父さんは誰だ？,What is this sound? Aren't those father and mother?
s12.27,앗?! 어머님이 아버님 품에 안겨서 울고 계시는데..?,あれ？お母さんがお父さんの腕に抱かれて泣いているけど...？,Ah?! Your mother is crying in father's arms..?
s12.28,저기는 허구한 날 스킨ㅅ…,あそこは架空の日のスキンシップ...,Those two are always skinsh-
s12.29,방금 뭐라고..?,さっきは何...？,What did you just say..?
s12.30,"어머님, 아버님?",お母様、お父様？,Mother Father?
s12.31,…..??? ?? ???? ???,…..??? ?? ???? ???,…..??? ?? ???? ???
s12.32,하하핫..!,ハハハッ...！,Hahaha..!
s12.33,"푸하, 아하하핫..!",ふははは、あははは...！,"Ha, Hahahaha..!"
s12.34,하늘이 시리도록 맑은 날에,空が澄み切った日に,On a day when the sky is crystal clear
s12.35,그는 더 이상 신에게 기도하지 않아도 되는 세상이 되기를 기도했다.,彼はもう神に祈る必要のない世の中になるようにと祈った。,He prayed for a world where he no longer needed to pray to God.
s12.36,"아득한 저쪽, 보이지 않는 머나먼 곳에서는 노랫소리가 끊임없이 이어지기를…",遥か彼方、見えない遠いところでは、歌声が絶え間なく続くように...,In that distant place far beyond sight may the sound of singing continue endlessly…
s12.37,그 기도가 푸른 하늘이 이어진 곳에 닿아 작은 기적을 일으켰다면…,その祈りが青い空が続くところに届き、小さな奇跡を起こしたのなら...,If that prayer reached the place where the blue sky extends and caused a small miracle…
s12.37.1,… … … …,… … … …,… … … …
s12.38,이건 더 이상 신에게 기도하지 않아도 되는,これはもう神に祈る必要のない,This is about a world where you no longer need to pray to God
s12.39,그런 세상에 대한 이야기이다.,そんな世界の話である。,This is a story about such a world.
s13.1,휴… …,ふぅ... ...,Phew… …
s13.2,이게 마지막 박스였재?,これが最後の箱だったね。,Was this the last box?
s13.3,"멋부린다 카긴 했지만, 이래 옷이 많은 줄은 몰랐다…",かっこいいのは知ってたけど、こんなに服が多いとは...,I knew he was fashionable but I didn't know he had so many clothes…
s13.4,니코~ 빨리 와~!,ニコ～早く来て～！,Nico~ Come quickly~!
s13.5,어어 나간다. 기다리래이.,さあ、行くよ。待って～,Okay I'm coming. Wait for me.
town1.1,인간 태풍'에 대해 들어본 적 있어?,人間台風って聞いたことある？,Have you ever heard of the 'Human Typhoon'?
town1.2,예전에 전 세계 사람들을 공포에 떨게 했었나 봐,昔、世界中の人々を恐怖に陥れたらしい,It seems he once made people all over the world tremble in fear
town1.3,소문에 의하면 도넛을 좋아하고..,噂ではドーナツが好きで,According to rumors he likes donuts and..
town1.4,무시무시한 미인이래,恐ろしい美人らしい。,He's said to be a terrifying beauty
town1.5,"역시, 옛날 사람들이 지어낸 농담이겠지?",やっぱり、昔の人が作った冗談でしょう？,Still it's probably just a joke made up by people in the past right?
town2.1,옛날엔 우리 마을에 목사가 없었거든.,昔はウルフウッドさんがいて本当に良かったよ。,In the old days our village didn't have a priest.
town2.2,울프우드씨가 있어서 정말 다행이야.,ウルフウッドさんがいて本当に良かったね。,I'm really glad we have Mr. Wolfwood.
town2.3,처음 봤을 땐 오해했었어. 정장을 입은 목사라니!,初めて見たときは誤解したよ。 スーツを着た牧師なんて！,I misunderstood when I first saw him. A priest in a suit!
town2.4,하지만 왜 그런지 알 것 같아.,でも理由がわかったよ。,But I think I know why.
town2.5,울프우드씨가 수단을 입으면 기도할 때 아무도 눈을 감지 않을 거잖아?,ウルフウッドさんがスーダン着たら、祈るときに誰も目を閉じないでしょ？,If Mr. Wolfwood wore a cassock no one would close their eyes during prayer right?
town3.1,아이스 아메리카노 한 잔 주이소,アイスアメリカーノ一杯ください。,One cold americano please
town3.2,"미안하지만, 우리 가게는 바나나 선데이만 가능해.",悪いけど、うちの店はバナナサンデーしかできないよ。,Sorry but our shop only serves banana sundae.
town3.3,"(아니, 뭐 이딴 가게가 다 있나..?)",(いや、まあ、こんな店があるのかよ...？),(What kind of shop is this..?)
town4.1,영업시간이 끝났다. 나중에 다시 오자.,営業時間が終わった。後でまた来よう。,Business hours are over. Let's come back later.
town5.1,총..?,銃...？,Gun..?
town5.2,요즘 같은 세상에 그런 걸 팔리 없잖아?,今の世の中、そんなの売ってないだろ？,There's no way they'd sell such things in a world like this right?
town6.1,무거워 보이는 통나무들이 차곡차곡 쌓여있다.,重そうな丸太がずらりと並んでいる。,Heavy-looking logs are neatly stacked.
town7.1,"오, 니코!",おお、ニコ！,Oh Nico!
town7.2,"삼촌 우예 목공소가 아이라, 여 있습니꺼?",おじさん、なんで木工所がアイラ、ここにいるんですか？,Uncle why are you at the carpentry shop instead of home?
town7.3,"아, 만나기로 한 사람이 있어서!",あ、会う約束の人がいるから！,Oh I have someone I'm supposed to meet!
town7.4,"아하...? 아, 저 수리도구가 필요한데 빌려도 되지예?",あはは...？あ、あの修理道具が必要なんだけど、貸してくれる？,Ah...? Oh I need some repair tools can I borrow them?
town7.5,물론~! 목공소 입구 맞은 편의 도구걸이를 확인해 봐!,もちろん～！木工所入り口の向かいにある工具棚をチェックしてね！,Of course~! Check the tool rack across from the woodshop entrance!
town7.6,고맙십니더.,ありがとうございます。,Thank you.
town7.7,(누구를 기다리는 거재..?),(誰を待ってるんだろう...？),(Who is he waiting for..?)
town7.8,(리비오는 다소 설레어 보인다),(リビオはやや興奮しているようだ),(Livio seems somewhat excited)
town8.1,"3시간에 5실버, 하룻 밤은 10실버야.",3時間で5シルバー、一晩で10シルバーだよ。,3 hours for 5 silver a full night is 10 silver.
town8.2,뭐? 3시간만 자고 가는 사람이 있냐고?,えっ、3時間だけ寝て帰る人がいるのかよ。,What? Are there people who only sleep for 3 hours?
town8.3,푸흡. 부모님께 물어보지 그래?,ふふっ。両親に聞いてみたら？,Hehe. Why don't you ask your parents?
town9.1,"오, 니콜라스군 아냐?",ああ、ニコラス君じゃないの？,"Oh, Nicholas?"
town9.2,나 아까 스탬피드랑 닮은 것 같은 사람을 봤어.,さっきスタンプピードに似てるような人を見たよ。,I saw someone who looked like Stampede earlier.
town9.3,뭐? 닮으면 닮았지. 닮은 것 같은 게 뭐냐고?,何？ 似ていれば似ているよ。 似ているようなものってなんだよ。,What? If they look alike they look alike. What do you mean 'looks like'?
town9.4,"하하, 너도 직접 보면 알게 될걸?",ハハ、君も直接見ればわかるよ。,Haha you'll understand when you see for yourself?
town10.1,무럭무럭 자라라~,大きくなれよ〜。,Grow big and strong~
town10.2,울프우드씨에게 특제 우동을 배우기로 했다고?,ウルフウッドさんに特製うどんを習うことになった？,I decided to learn special udon from Mr. Wolfwood
town11.1,"있잖아, 나.. 사실..",あのね、私。実は...,You know what..
town11.2,너를...,あなたを...,I always...
town12.1,안녕하세요 올리브 샵입니다~,こんにちは、オリーブショップです～,Hello this is Wolfmart~
town12.2,찾으시는 게 있으시면 말씀해 주세요~,探してるものがあったら言ってね～,If you're looking for something please let me know~
town13.1,이 우동 맛있는걸!,このうどん美味しいよ！,This udon is delicious!
town13.2,쫀득한 면발과\n섬세한 국물의 하모니..!,もっちりした麺と\n繊細なスープのハーモニー...!,The harmony of chewy noodles\n and delicate broth..!
town14.1,뭐야? 왜 그렇게 쳐다봐?,何だ？ 何でそんな目で見てるの？,What? Why are you staring at me like that?
town14.2,한 끼 대접하고 싶지만 이집 카레는 특별히 맛있는 게 아니라..,ご馳走したいけど、ここのカレーは特別美味しいわけじゃないから...,I'd like to treat you to a meal but this place's curry isn't particularly delicious..
town15.1,"어어, 울프우드씨~",あー、ウルフウッドさん～。,Oh Mr. Wolfwood~
town15.2,가 아니라 니콜라스잖아?,エン・ニコラスじゃなかったっけ？,Wait no. You're Nicholas isn't it?
town16.1,응? 나를 어디서 본 것 같다고?,え？ どこで見たような顔してる？,Hm? You think you've seen me somewhere?
town16.2,에이~ 금발 미인 쌍둥이는 흔하잖아~,え～、金髪美人の双子なんてよくいるでしょ～？,Hey~ blonde beautiful twins are common~
town16.3,랄랄라~ 라랄라라~,ラララ~ ラララ~,Lalala~ Lalalala~
town17.1,이 너머엔 볼 일이 없어,この先には何もないよ,There's nothing to see beyond here
town18,"이 앞, 나무 있다",この先、木ががあるぞ,Amazing tree ahead!
town19.1,...?,...?,...?
town19.2,빗자루잖아?,トンガリだろ？,Isn't that Spikey?
town19.3,옆은 누구지..?,隣は誰だろう...？,Who's next to him..?
town19.4,빗자루랑 닮은 것 같기도.. 아닌 것 같기도 한데?,トンガリに似ているような、似ていないような。違うような気がするけど？,He looks similar to Spikey.. but also not?
town19.5,"니콜라스는 귀를 기울였지만, 시냇물이 흐르는 소리에 섞여 대화가 잘 들리지 않는다.",ニコラスは耳を傾けるが、川の流れの音に紛れて会話がよく聞こえない。,Nicholas listened carefully but the conversation was hard to hear mixed with the sound of flowing stream water.
town19.6,― ... ... .,― ... ... .,― ... ... .
town19.7,"하지만, 나이..",でも、ナイ。,But Knives..
town19.8,"여태까지 계속 네 의견을 존중해왔어, 밧슈.",今までずっとお前の意見を尊重してきたぞ、バシュー。,I've been respecting your opinion all this time Vash.
